state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
PA,NBC,834,Live Phone,Registered Voters,2016-08-03,2016-08-07,45,36,6,4,Nonpartisan,81,1,834,375,0.5555555555555556,300,0.4444444444444444,33,0.04
PA,Quinnipiac,815,Live Phone,Likely Voters,2016-07-30,2016-08-07,52,42,5,1,Nonpartisan,94,0,815,424,0.5531914893617021,342,0.44680851063829785,8,0.01
PA,Quinnipiac,815,Live Phone,Likely Voters,2016-07-30,2016-08-07,48,39,3,3,Nonpartisan,87,0,815,391,0.5517241379310345,318,0.4482758620689655,24,0.03
PA,Susquehanna,772,IVR/Live Phone,Likely Voters,2016-07-31,2016-08-04,47,37,8,8,Pollster,84,0,772,363,0.5595238095238095,286,0.44047619047619047,62,0.08
PA,Susquehanna,772,IVR/Live Phone,Likely Voters,2016-07-31,2016-08-04,46,37,7,3,Pollster,83,0,772,355,0.5542168674698795,286,0.4457831325301205,23,0.03
PA,Franklin and Marshall College,389,Live Phone/Online,Likely Voters,2016-07-29,2016-08-01,49,38,8,6,Nonpartisan,87,0,389,191,0.5632183908045977,148,0.4367816091954023,23,0.06
PA,Franklin and Marshall College,661,Live Phone/Online,Registered Voters,2016-07-29,2016-08-01,47,34,10,3,Nonpartisan,81,1,661,311,0.5802469135802469,225,0.41975308641975306,20,0.03
PA,PPP,1505,IVR/Online,Likely Voters,2016-07-29,2016-07-31,45,42,8,2,Pollster,87,0,1505,677,0.5172413793103449,632,0.4827586206896552,30,0.02
PA,PPP,1505,IVR/Online,Likely Voters,2016-07-29,2016-07-31,49,45,5,0,Pollster,94,0,1505,737,0.5212765957446809,677,0.4787234042553192,0,0
PA,Suffolk,500,Live Phone,Likely Voters,2016-07-25,2016-07-27,50,41,9,0,Nonpartisan,91,0,500,250,0.5494505494505495,205,0.45054945054945056,0,0
PA,Suffolk,500,Live Phone,Likely Voters,2016-07-25,2016-07-27,46,37,10,3,Nonpartisan,83,0,500,230,0.5542168674698795,185,0.4457831325301205,15,0.03
PA,Quinnipiac,982,Live Phone,Registered Voters,2016-06-30,2016-07-11,41,43,13,4,Nonpartisan,84,1,982,403,0.4880952380952381,422,0.5119047619047619,39,0.04
PA,Quinnipiac,982,Live Phone,Registered Voters,2016-06-30,2016-07-11,34,40,11,6,Nonpartisan,74,1,982,334,0.4594594594594595,393,0.5405405405405406,59,0.06
PA,NBC,829,Live Phone,Registered Voters,2016-07-05,2016-07-10,45,36,6,13,Nonpartisan,81,1,829,373,0.5555555555555556,298,0.4444444444444444,108,0.13
PA,NBC,829,Live Phone,Registered Voters,2016-07-05,2016-07-10,43,35,9,4,Nonpartisan,78,1,829,356,0.5512820512820513,290,0.44871794871794873,33,0.04
PA,Gravis Marketing,1958,Automated Phone,Registered Voters,2016-06-27,2016-06-28,48,47,0,5,Nonpartisan,95,1,1958,940,0.5052631578947369,920,0.49473684210526314,98,0.05
PA,PPP,980,IVR/Online,Likely Voters,2016-06-22,2016-06-23,46,42,11,0,Sponsor,88,0,980,451,0.5227272727272727,412,0.4772727272727273,0,0
PA,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,49,39,5,8,Sponsor,88,0,300,147,0.5568181818181818,117,0.4431818181818182,24,0.08
PA,GQR,300,Live Phone,Likely Voters,2016-06-11,2016-06-20,45,32,5,3,Sponsor,77,0,300,135,0.5844155844155844,96,0.4155844155844156,9,0.03
PA,Quinnipiac,950,Live Phone,Registered Voters,2016-06-08,2016-06-19,42,41,14,3,Nonpartisan,83,1,950,399,0.5060240963855421,390,0.4939759036144578,28,0.03
PA,Quinnipiac,950,Live Phone,Registered Voters,2016-06-08,2016-06-19,39,36,11,5,Nonpartisan,75,1,950,370,0.52,342,0.48,48,0.05
PA,PPP,1106,IVR/Online,Likely Voters,2016-06-03,2016-06-05,41,40,11,3,Pollster,81,0,1106,453,0.5061728395061729,442,0.49382716049382713,33,0.03
PA,Quinnipiac,1077,Live Phone,Registered Voters,2016-04-27,2016-05-08,43,42,12,2,Nonpartisan,85,1,1077,463,0.5058823529411764,452,0.49411764705882355,22,0.02
PA,NBC,2606,Live Phone,Registered Voters,2016-04-18,2016-04-20,54,39,7,0,Nonpartisan,93,1,2606,1407,0.5806451612903226,1016,0.41935483870967744,0,0
PA,FOX,1607,Live Phone,Likely Voters,2016-04-04,2016-04-07,44,44,9,2,Nonpartisan,88,0,1607,707,0.5,707,0.5,32,0.02
PA,Quinnipiac,1737,Live Phone,Likely Voters,2016-03-30,2016-04-04,45,42,10,3,Nonpartisan,87,0,1737,782,0.5172413793103449,730,0.4827586206896552,52,0.03
PA,Franklin and Marshall College,828,Live Phone/Online,Registered Voters,2016-03-14,2016-03-20,46,33,10,11,Nonpartisan,79,1,828,381,0.5822784810126582,273,0.4177215189873418,91,0.11
PA,Mercyhurst University,421,Live Phone,Registered Voters,2016-03-01,2016-03-11,43,35,19,4,Nonpartisan,78,1,421,181,0.5512820512820513,147,0.44871794871794873,17,0.04
PA,Harper,662,Automated Phone,Likely Voters,2016-03-01,2016-03-02,45,40,15,0,Pollster,85,0,662,298,0.5294117647058824,265,0.47058823529411764,0,0
PA,PPP,1012,IVR/Online,Likely Voters,2015-10-08,2015-10-11,43,45,13,0,Pollster,88,0,1012,435,0.48863636363636365,455,0.5113636363636364,0,0
PA,Quinnipiac,1049,Live Phone,Registered Voters,2015-09-25,2015-10-05,44,42,10,3,Nonpartisan,86,1,1049,462,0.5116279069767442,441,0.4883720930232558,31,0.03
PA,Quinnipiac,1085,Live Phone,Registered Voters,2015-08-07,2015-08-18,45,40,12,4,Nonpartisan,85,1,1085,488,0.5294117647058824,434,0.47058823529411764,43,0.04
RI,SurveyMonkey,415,Internet,Likely Voters,2016-11-01,2016-11-07,48,36,3,12,Nonpartisan,84,0,415,199,0.5714285714285714,149,0.42857142857142855,50,0.12
RI,UPI,310,Internet,Likely Voters,2016-10-30,2016-11-06,59,37,0,5,Nonpartisan,96,0,310,183,0.6145833333333334,115,0.3854166666666667,16,0.05
RI,SurveyMonkey,419,Internet,Likely Voters,2016-10-25,2016-10-31,49,36,1,14,Nonpartisan,85,0,419,205,0.5764705882352941,151,0.4235294117647059,59,0.14
RI,UPI,308,Internet,Likely Voters,2016-10-23,2016-10-29,57,40,0,3,Nonpartisan,97,0,308,176,0.5876288659793815,123,0.41237113402061853,9,0.03
RI,SurveyMonkey,488,Internet,Likely Voters,2016-10-18,2016-10-24,49,37,3,12,Nonpartisan,86,0,488,239,0.5697674418604651,181,0.43023255813953487,59,0.12
RI,UPI,NA,Internet,Likely Voters,2016-10-09,2016-10-16,58,39,0,3,Nonpartisan,97,0,NA,NA,0.5979381443298969,NA,0.4020618556701031,NA,0.03
RI,UPI,457,Internet,Likely Voters,2016-09-19,2016-10-02,57,40,0,3,Nonpartisan,97,0,457,260,0.5876288659793815,183,0.41237113402061853,14,0.03
RI,Washington Post,625,Internet,Registered Voters,2016-08-09,2016-09-01,50,40,11,0,Nonpartisan,90,1,625,312,0.5555555555555556,250,0.4444444444444444,0,0
RI,Washington Post,625,Internet,Registered Voters,2016-08-09,2016-09-01,41,33,4,22,Nonpartisan,74,1,625,256,0.5540540540540541,206,0.44594594594594594,138,0.22
SC,SurveyMonkey,1698,Internet,Likely Voters,2016-11-01,2016-11-07,43,47,3,8,Nonpartisan,90,0,1698,730,0.4777777777777778,798,0.5222222222222223,136,0.08
SC,UPI,338,Internet,Likely Voters,2016-10-30,2016-11-06,42,53,0,5,Nonpartisan,95,0,338,142,0.4421052631578947,179,0.5578947368421052,17,0.05
SC,Ipsos,617,Internet,Likely Voters,2016-10-17,2016-11-06,44,49,7,0,Nonpartisan,93,0,617,271,0.4731182795698925,302,0.5268817204301075,0,0
SC,SurveyMonkey,1762,Internet,Likely Voters,2016-10-25,2016-10-31,43,45,3,8,Nonpartisan,88,0,1762,758,0.48863636363636365,793,0.5113636363636364,141,0.08
SC,UPI,325,Internet,Likely Voters,2016-10-23,2016-10-29,42,54,0,4,Nonpartisan,96,0,325,136,0.4375,176,0.5625,13,0.04
SC,SurveyMonkey,1900,Internet,Likely Voters,2016-10-18,2016-10-24,43,45,3,9,Nonpartisan,88,0,1900,817,0.48863636363636365,855,0.5113636363636364,171,0.09
SC,UPI,323,Internet,Likely Voters,2016-10-09,2016-10-16,42,53,0,5,Nonpartisan,95,0,323,136,0.4421052631578947,171,0.5578947368421052,16,0.05
SC,Ipsos,751,Internet,Likely Voters,2016-09-23,2016-10-13,46,49,5,0,Nonpartisan,95,0,751,345,0.4842105263157895,368,0.5157894736842106,0,0
SC,UPI,574,Internet,Likely Voters,2016-09-19,2016-10-02,41,55,0,5,Nonpartisan,96,0,574,235,0.4270833333333333,316,0.5729166666666666,29,0.05
SC,Winthrop University,475,Live Phone,Likely Voters,2016-09-18,2016-09-26,38,42,11,9,Nonpartisan,80,0,475,180,0.475,200,0.525,43,0.09
SC,Ipsos,716,Internet,Likely Voters,2016-09-02,2016-09-22,43,50,7,0,Nonpartisan,93,0,716,308,0.46236559139784944,358,0.5376344086021505,0,0
SC,Starboard Communications,600,Live Phone,Likely Voters,2016-09-07,2016-09-09,35,48,11,7,Pollster,83,0,600,210,0.42168674698795183,288,0.5783132530120482,42,0.07
SC,Washington Post,894,Internet,Registered Voters,2016-08-09,2016-09-01,42,49,8,0,Nonpartisan,91,1,894,375,0.46153846153846156,438,0.5384615384615384,0,0
SC,Washington Post,894,Internet,Registered Voters,2016-08-09,2016-09-01,38,45,4,13,Nonpartisan,83,1,894,340,0.4578313253012048,402,0.54216867469879515,116,0.13
SC,Feldman,600,Live Phone,Likely Voters,2016-08-18,2016-08-21,39,39,16,6,Sponsor,78,0,600,234,0.5,234,0.5,36,0.06
SC,Feldman,600,Live Phone,Likely Voters,2016-08-18,2016-08-21,43,45,12,0,Sponsor,88,0,600,258,0.48863636363636365,270,0.5113636363636364,0,0
SC,Gravis Marketing,768,IVR/Online,Registered Voters,2016-08-15,2016-08-17,42,46,12,0,Nonpartisan,88,1,768,323,0.4772727272727273,353,0.5227272727272727,0,0
SC,Gravis Marketing,768,IVR/Online,Registered Voters,2016-08-15,2016-08-17,37,41,11,10,Nonpartisan,78,1,768,284,0.47435897435897434,315,0.5256410256410257,77,0.1
SC,PPP,1290,IVR/Online,Likely Voters,2016-08-09,2016-08-10,39,41,13,7,Pollster,80,0,1290,503,0.4875,529,0.5125,90,0.07
SC,Morning Consult,627,Live Phone/Online,Registered Voters,2015-11-10,2015-11-16,41,44,15,0,Nonpartisan,85,1,627,257,0.4823529411764706,276,0.5176470588235295,0,0
SC,PPP,1290,IVR/Online,Likely Voters,2015-11-07,2015-11-08,42,47,11,0,Pollster,89,0,1290,542,0.47191011235955055,606,0.5280898876404494,0,0
SD,SurveyMonkey,459,Internet,Likely Voters,2016-11-01,2016-11-07,32,53,4,11,Nonpartisan,85,0,459,147,0.3764705882352941,243,0.6235294117647059,50,0.11
SD,UPI,312,Internet,Likely Voters,2016-10-30,2016-11-06,40,55,0,5,Nonpartisan,95,0,312,125,0.42105263157894735,172,0.5789473684210527,16,0.05
SD,SurveyMonkey,298,Internet,Likely Voters,2016-10-25,2016-10-31,27,53,4,16,Nonpartisan,80,0,298,80,0.3375,158,0.6625,48,0.16
SD,UPI,311,Internet,Likely Voters,2016-10-23,2016-10-29,40,56,0,4,Nonpartisan,96,0,311,124,0.4166666666666667,174,0.5833333333333334,12,0.04
SD,SurveyMonkey,377,Internet,Likely Voters,2016-10-18,2016-10-24,32,52,5,11,Nonpartisan,84,0,377,121,0.38095238095238093,196,0.6190476190476191,41,0.11
SD,Mason,400,Live Phone,Likely Voters,2016-10-18,2016-10-20,37,44,12,7,Nonpartisan,81,0,400,148,0.4567901234567901,176,0.5432098765432098,28,0.07
SD,UPI,311,Internet,Likely Voters,2016-10-09,2016-10-16,42,54,0,4,Nonpartisan,96,0,311,131,0.4375,168,0.5625,12,0.04
SD,UPI,463,Internet,Likely Voters,2016-09-19,2016-10-02,40,56,0,4,Nonpartisan,96,0,463,185,0.4166666666666667,259,0.5833333333333334,19,0.04
SD,Washington Post,809,Internet,Registered Voters,2016-08-09,2016-09-01,37,51,11,0,Nonpartisan,88,1,809,299,0.42045454545454547,413,0.5795454545454546,0,0
SD,Washington Post,809,Internet,Registered Voters,2016-08-09,2016-09-01,29,43,5,22,Nonpartisan,72,1,809,235,0.4027777777777778,348,0.5972222222222222,178,0.22
TN,SurveyMonkey,1433,Internet,Likely Voters,2016-11-01,2016-11-07,41,49,2,8,Nonpartisan,90,0,1433,588,0.45555555555555555,702,0.5444444444444444,115,0.08
TN,UPI,339,Internet,Likely Voters,2016-10-30,2016-11-06,39,55,0,6,Nonpartisan,94,0,339,132,0.4148936170212766,186,0.5851063829787234,20,0.06
TN,Ipsos,823,Internet,Likely Voters,2016-10-17,2016-11-06,36,50,14,0,Nonpartisan,86,0,823,296,0.4186046511627907,412,0.5813953488372093,0,0
TN,SurveyMonkey,550,Internet,Likely Voters,2016-10-25,2016-10-31,38,51,2,8,Nonpartisan,89,0,550,209,0.42696629213483145,280,0.5730337078651685,44,0.08
TN,UPI,339,Internet,Likely Voters,2016-10-23,2016-10-29,38,57,0,5,Nonpartisan,95,0,339,129,0.4,193,0.6,17,0.05
TN,SurveyMonkey,572,Internet,Likely Voters,2016-10-18,2016-10-24,38,49,4,9,Nonpartisan,87,0,572,217,0.4367816091954023,280,0.5632183908045977,51,0.09
TN,ICITIZEN,508,Internet,Registered Voters,2016-10-14,2016-10-17,34,44,8,14,Nonpartisan,78,1,508,173,0.4358974358974359,224,0.5641025641025641,71,0.14
TN,UPI,328,Internet,Likely Voters,2016-10-09,2016-10-16,39,56,0,5,Nonpartisan,95,0,328,128,0.4105263157894737,184,0.5894736842105263,16,0.05
TN,Ipsos,799,Internet,Likely Voters,2016-09-23,2016-10-13,35,47,18,0,Nonpartisan,82,0,799,280,0.4268292682926829,376,0.573170731707317,0,0
TN,MTSU,472,Live Phone,Likely Voters,2016-09-28,2016-10-02,36,48,10,7,Nonpartisan,84,0,472,170,0.42857142857142855,227,0.5714285714285714,33,0.07
TN,MTSU,472,Live Phone,Likely Voters,2016-09-28,2016-10-02,40,50,7,3,Nonpartisan,90,0,472,189,0.4444444444444444,236,0.5555555555555556,14,0.03
TN,Vanderbit,1000,Live Phone,Registered Voters,2016-09-19,2016-10-02,33,44,14,9,Nonpartisan,77,1,1000,330,0.42857142857142855,440,0.5714285714285714,90,0.09
TN,UPI,555,Internet,Likely Voters,2016-09-19,2016-10-02,38,57,0,5,Nonpartisan,95,0,555,211,0.4,316,0.6,28,0.05
TN,Ipsos,651,Internet,Likely Voters,2016-09-02,2016-09-22,33,47,20,0,Nonpartisan,80,0,651,215,0.4125,306,0.5875,0,0
TN,Washington Post,1021,Internet,Registered Voters,2016-08-09,2016-09-01,37,55,8,0,Nonpartisan,92,1,1021,378,0.40217391304347827,562,0.5978260869565217,0,0
TN,Washington Post,1021,Internet,Registered Voters,2016-08-09,2016-09-01,31,51,5,13,Nonpartisan,82,1,1021,317,0.3780487804878049,521,0.6219512195121951,133,0.13
TN,ICITIZEN,531,Internet,Registered Voters,2016-07-25,2016-07-27,33,49,18,0,Nonpartisan,82,1,531,175,0.4024390243902439,260,0.5975609756097561,0,0
TN,ICITIZEN,531,Internet,Registered Voters,2016-07-25,2016-07-27,29,46,16,10,Nonpartisan,75,1,531,154,0.38666666666666666,244,0.6133333333333333,53,0.1
TN,Vanderbit,1001,Live Phone,Registered Voters,2016-04-25,2016-05-11,35,44,18,2,Nonpartisan,79,1,1001,350,0.4430379746835443,440,0.5569620253164557,20,0.02
TX,SurveyMonkey,3009,Internet,Likely Voters,2016-11-01,2016-11-07,43,46,3,2,Nonpartisan,89,0,3009,1294,0.48314606741573035,1384,0.5168539325842697,60,0.02
TX,UPI,472,Internet,Likely Voters,2016-10-30,2016-11-06,40,54,0,6,Nonpartisan,94,0,472,189,0.425531914893617,255,0.574468085106383,28,0.06
TX,Ipsos,1213,Internet,Likely Voters,2016-10-17,2016-11-06,39,49,12,0,Nonpartisan,88,0,1213,473,0.4431818181818182,594,0.5568181818181818,0,0
TX,NBC,679,Live Phone,Likely Voters,2016-10-30,2016-11-01,41,49,2,8,Nonpartisan,90,0,679,278,0.45555555555555555,333,0.5444444444444444,54,0.08
TX,NBC,679,Live Phone,Likely Voters,2016-10-30,2016-11-01,40,49,1,4,Nonpartisan,89,0,679,272,0.449438202247191,333,0.550561797752809,27,0.04
TX,SurveyMonkey,2051,Internet,Likely Voters,2016-10-25,2016-10-31,41,47,0,5,Nonpartisan,88,0,2051,841,0.4659090909090909,964,0.5340909090909091,103,0.05
TX,Dixie Strategies,980,IVR/Live Phone,Likely Voters,2016-10-27,2016-10-29,39,52,4,2,Pollster,91,0,980,382,0.42857142857142855,510,0.5714285714285714,20,0.02
TX,UPI,429,Internet,Likely Voters,2016-10-23,2016-10-29,41,55,0,5,Nonpartisan,96,0,429,176,0.4270833333333333,236,0.5729166666666666,21,0.05
TX,Pulse,800,IVR/Online,Likely Voters,2016-10-22,2016-10-24,38,45,10,0,Nonpartisan,83,0,800,304,0.4578313253012048,360,0.54216867469879515,0,0
TX,SurveyMonkey,2148,Internet,Likely Voters,2016-10-18,2016-10-24,40,47,0,6,Nonpartisan,87,0,2148,859,0.45977011494252873,1010,0.5402298850574713,129,0.06
TX,YouGov,959,Internet,Likely Voters,2016-10-14,2016-10-23,42,45,0,7,Nonpartisan,87,0,959,403,0.4827586206896552,432,0.5172413793103449,67,0.07
TX,CBS,1031,Internet,Likely Voters,2016-10-20,2016-10-21,43,46,3,3,Nonpartisan,89,0,1031,443,0.48314606741573035,474,0.5168539325842697,31,0.03
TX,UPI,460,Internet,Likely Voters,2016-10-09,2016-10-16,41,53,0,5,Nonpartisan,94,0,460,189,0.43617021276595747,244,0.5638297872340425,23,0.05
TX,Washington Post,1332,Internet,Likely Voters,2016-10-08,2016-10-16,46,48,5,0,Nonpartisan,94,0,1332,613,0.48936170212765956,639,0.5106382978723404,0,0
TX,Washington Post,1332,Internet,Likely Voters,2016-10-08,2016-10-16,42,44,3,2,Nonpartisan,86,0,1332,559,0.4883720930232558,586,0.5116279069767442,27,0.02
TX,University of Houston,1000,Live Phone,Likely Voters,2016-10-07,2016-10-15,38,41,13,4,Nonpartisan,79,0,1000,380,0.4810126582278481,410,0.5189873417721519,40,0.04
TX,Ipsos,831,Internet,Likely Voters,2016-09-23,2016-10-13,32,57,11,0,Nonpartisan,89,0,831,266,0.3595505617977528,474,0.6404494382022472,0,0
TX,SurveyUSA,638,IVR/Online,Likely Voters,2016-10-10,2016-10-12,43,47,5,1,Sponsor,90,0,638,274,0.4777777777777778,300,0.5222222222222223,6,0.01
TX,UPI,817,Internet,Likely Voters,2016-09-19,2016-10-02,39,56,0,5,Nonpartisan,95,0,817,319,0.4105263157894737,458,0.5894736842105263,41,0.05
TX,Dixie Strategies,780,IVR/Live Phone,Likely Voters,2016-09-29,2016-10-01,38,45,10,3,Pollster,83,0,780,296,0.4578313253012048,351,0.54216867469879515,23,0.03
TX,Ipsos,875,Internet,Likely Voters,2016-09-02,2016-09-22,33,48,19,0,Nonpartisan,81,0,875,289,0.4074074074074074,420,0.5925925925925926,0,0
TX,Texas Lyceum,502,Live Phone,Likely Voters,2016-09-01,2016-09-11,36,42,21,0,Nonpartisan,78,0,502,181,0.46153846153846156,211,0.5384615384615384,0,0
TX,Texas Lyceum,502,Live Phone,Likely Voters,2016-09-01,2016-09-11,32,39,17,3,Nonpartisan,71,0,502,161,0.4507042253521127,196,0.5492957746478874,15,0.03
TX,Washington Post,5147,Internet,Registered Voters,2016-08-09,2016-09-01,46,45,9,0,Nonpartisan,91,1,5147,2368,0.5054945054945055,2316,0.4945054945054945,0,0
TX,Washington Post,5147,Internet,Registered Voters,2016-08-09,2016-09-01,40,40,6,3,Nonpartisan,80,1,5147,2059,0.5,2059,0.5,154,0.03
TX,PPP,944,IVR/Online,Likely Voters,2016-08-12,2016-08-14,38,44,10,2,Pollster,82,0,944,359,0.4634146341463415,415,0.5365853658536586,19,0.02
TX,PPP,944,IVR/Online,Likely Voters,2016-08-12,2016-08-14,44,50,6,0,Pollster,94,0,944,415,0.46808510638297873,472,0.5319148936170213,0,0
TX,Dixie Strategies,1018,IVR/Live Phone,Likely Voters,2016-08-08,2016-08-09,36,46,9,9,Pollster,82,0,1018,366,0.43902439024390244,468,0.5609756097560976,92,0.09
TX,YouGov,1200,Internet,Registered Voters,2016-06-10,2016-06-19,33,41,8,19,Nonpartisan,74,1,1200,396,0.44594594594594594,492,0.5540540540540541,228,0.19
TX,Texas Lyceum,633,Live Phone,Likely Voters,2015-09-08,2015-09-21,37,39,25,0,Nonpartisan,76,0,633,234,0.4868421052631579,247,0.5131578947368421,0,0
UT,SurveyMonkey,1479,Internet,Likely Voters,2016-11-01,2016-11-07,31,34,2,2,Nonpartisan,65,0,1479,458,0.47692307692307695,503,0.5230769230769231,30,0.02
UT,UPI,320,Internet,Likely Voters,2016-10-30,2016-11-06,28,43,0,29,Nonpartisan,71,0,320,90,0.39436619718309857,138,0.6056338028169014,93,0.29
UT,Ipsos,532,Internet,Likely Voters,2016-10-17,2016-11-06,33,40,27,0,Nonpartisan,73,0,532,176,0.4520547945205479,213,0.547945205479452,0,0
UT,CBS,762,Internet,Likely Voters,2016-11-03,2016-11-05,23,40,4,3,Nonpartisan,63,0,762,175,0.36507936507936506,305,0.6349206349206349,23,0.03
UT,Y2 Analytics,500,Live Phone,Likely Voters,2016-11-01,2016-11-03,24,33,7,4,Pollster,57,0,500,120,0.42105263157894735,165,0.5789473684210527,20,0.04
UT,Monmouth University,402,Live Phone,Likely Voters,2016-10-30,2016-11-02,31,37,2,2,Nonpartisan,68,0,402,125,0.45588235294117646,149,0.5441176470588235,8,0.02
UT,Rasmussen,750,IVR/Online,Likely Voters,2016-10-29,2016-10-31,31,42,2,2,Nonpartisan,73,0,750,232,0.4246575342465753,315,0.5753424657534246,15,0.02
UT,SurveyMonkey,1078,Internet,Likely Voters,2016-10-25,2016-10-31,30,33,2,2,Nonpartisan,63,0,1078,323,0.47619047619047616,356,0.5238095238095238,22,0.02
UT,UPI,315,Internet,Likely Voters,2016-10-23,2016-10-29,29,66,0,6,Nonpartisan,95,0,315,91,0.30526315789473685,208,0.6947368421052632,19,0.06
UT,Dan Jones,823,Live Phone/Online,Likely Voters,2016-10-20,2016-10-27,24,32,8,1,Nonpartisan,56,0,823,198,0.42857142857142855,263,0.5714285714285714,8,0.01
UT,Rasmussen,750,IVR/Online,Likely Voters,2016-10-23,2016-10-24,28,32,4,2,Nonpartisan,60,0,750,210,0.4666666666666667,240,0.5333333333333333,15,0.02
UT,SurveyMonkey,969,Internet,Likely Voters,2016-10-18,2016-10-24,28,33,1,1,Nonpartisan,61,0,969,271,0.45901639344262296,320,0.5409836065573771,10,0.01
UT,Rasmussen,750,IVR/Online,Likely Voters,2016-10-14,2016-10-16,28,30,4,3,Nonpartisan,58,0,750,210,0.4827586206896552,225,0.5172413793103449,22,0.03
UT,UPI,318,Internet,Likely Voters,2016-10-09,2016-10-16,29,65,0,5,Nonpartisan,94,0,318,92,0.30851063829787234,207,0.6914893617021277,16,0.05
UT,CBS,951,Internet,Likely Voters,2016-10-12,2016-10-14,20,37,11,5,Nonpartisan,57,0,951,190,0.3508771929824561,352,0.6491228070175439,48,0.05
UT,Ipsos,543,Internet,Likely Voters,2016-09-23,2016-10-13,35,41,24,0,Nonpartisan,76,0,543,190,0.4605263157894737,223,0.5394736842105263,0,0
UT,Monmouth University,403,Live Phone,Likely Voters,2016-10-10,2016-10-12,28,34,6,2,Nonpartisan,62,0,403,113,0.45161290322580644,137,0.5483870967741935,8,0.02
UT,Y2 Analytics,500,Live Phone,Likely Voters,2016-10-10,2016-10-11,26,26,7,4,Pollster,52,0,500,130,0.5,130,0.5,20,0.04
UT,UPI,495,Internet,Likely Voters,2016-09-19,2016-10-02,28,67,0,5,Nonpartisan,95,0,495,139,0.29473684210526313,332,0.7052631578947368,25,0.05
UT,Ipsos,425,Internet,Likely Voters,2016-09-02,2016-09-22,31,48,21,0,Nonpartisan,79,0,425,132,0.3924050632911392,204,0.6075949367088608,0,0
UT,Washington Post,722,Internet,Registered Voters,2016-08-09,2016-09-01,35,46,19,0,Nonpartisan,81,1,722,253,0.43209876543209874,332,0.5679012345679012,0,0
UT,Washington Post,722,Internet,Registered Voters,2016-08-09,2016-09-01,27,34,11,5,Nonpartisan,61,1,722,195,0.4426229508196721,245,0.5573770491803278,36,0.05
UT,PPP,1018,IVR/Online,Likely Voters,2016-08-19,2016-08-21,24,39,14,3,Pollster,63,0,1018,244,0.38095238095238093,397,0.6190476190476191,31,0.03
UT,PPP,1018,IVR/Online,Likely Voters,2016-08-19,2016-08-21,33,53,14,0,Pollster,86,0,1018,336,0.38372093023255816,540,0.6162790697674418,0,0
UT,Dan Jones,858,Live Phone/Online,Likely Voters,2016-07-18,2016-08-04,25,37,7,15,Nonpartisan,62,0,858,214,0.4032258064516129,317,0.5967741935483871,129,0.15
UT,Dan Jones,614,Live Phone/Online,Registered Voters,2016-06-08,2016-06-17,27,36,8,20,Nonpartisan,63,1,614,166,0.42857142857142855,221,0.5714285714285714,123,0.2
